     PLAYER_ID  RANK                    PLAYER TEAM  GP   MIN   FGM   FGA  FG_PCT  FG3M  FG3A  FG3_PCT  FTM  FTA  FT_PCT  OREB  DREB   REB   AST  STL  BLK  TOV   PTS   EFF
109     203087   110               Jeremy Lamb  CHA  10  24.6   4.4  10.5   0.419   1.2   3.7    0.324  1.9  2.0   0.950   0.8   3.8   4.6   1.6  1.1  0.5  0.5  11.9  13.0
112     202714   113              Shelvin Mack  MEM   8  26.1   4.3   7.8   0.548   1.3   2.3    0.556  1.9  2.8   0.682   0.3   2.1   2.4   3.9  1.1  0.0  1.4  11.6  13.3
113     201588   114               George Hill  CLE   9  25.8   4.4   8.7   0.513   1.1   2.6    0.435  1.6  1.8   0.875   0.9   0.8   1.7   2.7  0.7  0.1  1.6  11.6  10.7
114     203496   115          Robert Covington  PHI  11  34.0   3.9   9.1   0.430   2.5   5.8    0.422  1.3  1.8   0.700   0.5   4.9   5.5   1.1  2.0  1.5  1.9  11.5  14.0
115    1628469   116          Antonio Blakeney  CHI  10  17.3   4.3   8.4   0.512   1.6   2.9    0.552  1.2  2.0   0.600   0.1   2.2   2.3   0.5  0.1  0.2  0.4  11.4   9.2
116    1628386   116             Jarrett Allen  BKN  10  26.5   4.6   7.5   0.613   0.2   0.8    0.250  2.0  3.4   0.588   2.3   5.4   7.7   1.5  0.5  1.9  1.4  11.4  17.3
119     202397   120                 Ish Smith  DET   8  28.8   4.5   9.5   0.474   1.6   4.0    0.406  0.6  0.9   0.714   0.1   2.3   2.4   3.1  0.5  0.4  1.5  11.3  10.9
118    1627783   119             Pascal Siakam  TOR  10  26.9   5.0   8.3   0.602   0.3   1.4    0.214  1.0  1.7   0.588   1.7   5.7   7.4   2.2  1.2  0.5  1.6  11.3  17.0
117     201936   118              Tyreke Evans  IND   9  20.1   4.3   9.9   0.438   1.4   3.2    0.448  1.2  1.8   0.688   0.3   2.1   2.4   2.9  1.1  0.7  1.6  11.3  10.8
120    1628404   121                 Josh Hart  LAL  10  28.7   3.9   8.6   0.453   2.0   4.8    0.417  1.4  2.2   0.636   0.3   3.6   3.9   1.3  1.8  0.5  1.1  11.2  12.1
121    1629012   122             Collin Sexton  CLE   9  23.7   3.7   8.9   0.413   0.2   1.0    0.222  3.6  3.9   0.914   0.8   1.7   2.4   2.2  0.6  0.1  2.1  11.1   8.8
122    1628976   123        Wendell Carter Jr.  CHI  10  26.4   4.3   9.5   0.453   0.3   1.0    0.300  2.2  2.8   0.786   2.3   4.8   7.1   2.8  0.8  1.9  1.5  11.1  16.4
123    1627759   124              Jaylen Brown  BOS   8  29.4   4.0  11.1   0.360   1.3   4.1    0.303  1.8  2.9   0.609   1.5   3.0   4.5   1.6  0.5  0.6  1.4  11.0   8.6
124     202324   125            Derrick Favors  UTA   8  22.0   4.4   8.6   0.507   0.3   1.5    0.167  1.9  2.9   0.652   3.3   3.8   7.0   0.5  0.4  1.3  1.4  10.9  13.4
128       2772   128              Trevor Ariza  PHX   9  33.4   3.4   9.7   0.356   1.9   5.8    0.327  2.0  2.1   0.947   0.7   4.8   5.4   3.8  0.9  0.1  1.9  10.8  12.8
130     203924   130              Jerami Grant  OKC   8  29.6   3.9   8.4   0.463   0.9   3.1    0.280  2.1  3.6   0.586   1.1   3.6   4.8   1.6  1.0  1.3  1.1  10.8  12.3
129    1628991   130         Jaren Jackson Jr.  MEM   8  22.3   4.0   8.1   0.492   0.4   2.0    0.188  2.4  2.9   0.826   1.4   3.0   4.4   1.4  1.0  1.0  1.3  10.8  12.6
126    1628380   126              Zach Collins  POR  10  20.7   3.8   6.6   0.576   0.9   2.1    0.429  2.3  2.8   0.821   0.9   2.8   3.7   1.2  0.4  1.6  1.4  10.8  13.0
127     201572   128               Brook Lopez  MIL   9  24.8   3.7   8.6   0.429   2.1   6.2    0.339  1.3  1.3   1.000   0.3   2.6   2.9   1.0  0.2  1.8  1.0  10.8  10.8
125     201980   126               Danny Green  TOR  10  30.1   3.7   8.1   0.457   2.9   6.0    0.483  0.5  0.5   1.000   0.7   3.6   4.3   1.6  1.0  1.1  0.9  10.8  13.5
131     201937   132               Ricky Rubio  UTA   9  30.0   3.4   9.8   0.352   1.3   4.0    0.333  2.4  2.8   0.880   0.2   2.6   2.8   7.4  1.4  0.2  3.6  10.7  12.3
132    1629019   133             Allonzo Trier  NYK  10  21.6   3.8   7.2   0.528   0.6   1.4    0.429  2.4  2.8   0.857   0.6   2.0   2.6   1.1  0.2  0.3  1.8  10.6   9.2
133     203458   134                  Alex Len  ATL   9  23.6   4.0   7.3   0.545   0.7   1.8    0.375  1.9  2.9   0.654   1.7   4.0   5.7   1.4  0.4  1.4  1.6  10.6  13.7
134       2225   134               Tony Parker  CHA   9  18.1   4.0   8.8   0.456   0.3   1.0    0.333  2.2  2.8   0.800   0.2   1.4   1.7   5.0  0.1  0.0  1.4  10.6  10.6
135     201587   136             Nicolas Batum  CHA  10  33.3   4.0   8.8   0.455   1.8   4.5    0.400  0.7  0.9   0.778   1.2   5.3   6.5   4.1  1.2  0.7  2.2  10.5  15.8
